"movieId","movieTitle","movieYear","movieURL","movieRank","critic_score","audience_score"
"4517f650-c60a-4edc-b37e-9236213c2b93","Spider-Man: Into the Spider-Verse",2018,"https://www.rottentomatoes.com/m/spider_man_into_the_spider_verse",1,"97%","94%"
"9ddacc49-1918-3722-b5d9-4a1fa6b9b2a3","The Incredibles",2004,"https://www.rottentomatoes.com/m/the_incredibles",2,"97%","75%"
"e1374d4d-19b0-31b2-a6cc-c4189f2b27ca","Black Panther",2018,"https://www.rottentomatoes.com/m/black_panther_2018",3,"96%","79%"
"27539355-4940-4c29-aaab-d3fe4dafa4ee","Spider-Man: Across the Spider-Verse",2023,"https://www.rottentomatoes.com/m/spider_man_across_the_spider_verse",4,"95%","94%"
"2da44bd6-2a22-3238-a139-a40ab1769550","Teenage Mutant Ninja Turtles: Mutant Mayhem",2023,"https://www.rottentomatoes.com/m/teenage_mutant_ninja_turtles_mutant_mayhem",5,"95%","90%"
"7b2bcd9a-359f-3ffd-bbbd-abe9e5ce3f9e","Avengers: Endgame",2019,"https://www.rottentomatoes.com/m/avengers_endgame",6,"94%","90%"
"19b3ce59-1a84-3c4c-8bcf-0cd5e9c88cbf","Logan",2017,"https://www.rottentomatoes.com/m/logan_2017",7,"93%","90%"
"6263201f-baf8-3312-a482-f8dec3edd662","The Dark Knight",2008,"https://www.rottentomatoes.com/m/the_dark_knight",8,"94%","94%"
"41ca006b-8820-379c-84fc-aaae870b37f6","Iron Man",2008,"https://www.rottentomatoes.com/m/iron_man",9,"94%","91%"
"aae65496-63fc-3abe-aa6b-aeec81862322","Superman: The Movie",1978,"https://www.rottentomatoes.com/m/superman_the_movie",10,"94%","86%"
"4f15afc8-8852-3a4e-8285-1aac469e7a72","Smoking Causes Coughing",2022,"https://www.rottentomatoes.com/m/smoking_causes_coughing",11,"94%","51%"
"23d9f355-c290-3b60-8534-543bcf5656fd","Wonder Woman",2017,"https://www.rottentomatoes.com/m/wonder_woman_2017",12,"93%","83%"
"a5e462a4-3e04-3db8-8fc4-46ad1144edc7","Thor: Ragnarok",2017,"https://www.rottentomatoes.com/m/thor_ragnarok_2017",13,"93%","87%"
"37409a82-f3ab-3187-b0da-efeefa489456","Spider-Man: No Way Home",2021,"https://www.rottentomatoes.com/m/spider_man_no_way_home",14,"93%","98%"
"487e9820-001e-3da7-b47b-37003a7d7bc9","Incredibles 2",2018,"https://www.rottentomatoes.com/m/incredibles_2",15,"93%","84%"
"161dddb8-84c7-3ded-b9ed-0b2381422464","Spider-Man 2",2004,"https://www.rottentomatoes.com/m/spiderman_2",16,"93%","82%"
"9510a895-440a-37d7-aa67-9f456126a2ab","Spider-Man: Homecoming",2017,"https://www.rottentomatoes.com/m/spider_man_homecoming",17,"92%","87%"
"4865d1c4-d511-3596-b848-7d57f86841e6","Guardians of the Galaxy",2014,"https://www.rottentomatoes.com/m/guardians_of_the_galaxy",18,"92%","92%"
"a5479658-16f1-3325-a16a-4181d84a215a","RoboCop",1987,"https://www.rottentomatoes.com/m/1017712-robocop",19,"92%","84%"
"f362b9f5-57e0-3021-a310-ececbcf2f49f","Marvel's the Avengers",2012,"https://www.rottentomatoes.com/m/marvels_the_avengers",20,"91%","91%"
"a35e309a-6ed7-3731-a87b-703149c63705","Teen Titans GO! to the Movies",2018,"https://www.rottentomatoes.com/m/teen_titans_go_to_the_movies",21,"91%","71%"
"e30a2b53-f8e0-35f2-a0a2-cac777f4bdc1","Spider-Man: Far From Home",2019,"https://www.rottentomatoes.com/m/spider_man_far_from_home",22,"91%","95%"
"e6eb9e3e-4a72-33a7-b44e-1f8cadf1dd8f","Captain America: Civil War",2016,"https://www.rottentomatoes.com/m/captain_america_civil_war",23,"90%","89%"
"0ade96f4-c9f4-3691-9912-8e7319858082","Shazam!",2019,"https://www.rottentomatoes.com/m/shazam",24,"90%","82%"
"42f2f1e9-670e-44db-80b9-7aaab25985b1","The Suicide Squad",2021,"https://www.rottentomatoes.com/m/the_suicide_squad",25,"90%","82%"
"1a3f1ed9-4b7a-3579-8e93-b6aabc7d627a","X-Men: Days of Future Past",2014,"https://www.rottentomatoes.com/m/x_men_days_of_future_past",26,"90%","91%"
"caf7974e-b836-3c04-95ab-3e77e3826a19","Captain America: The Winter Soldier",2014,"https://www.rottentomatoes.com/m/captain_america_the_winter_soldier_2014",27,"90%","92%"
"85a99b8b-4724-38b6-a5d0-23c0161a3ce5","Spider-Man",2002,"https://www.rottentomatoes.com/m/spiderman",28,"90%","67%"
"b923270d-59e5-3def-b2ea-dcf1ee2f0698","Big Hero 6",2014,"https://www.rottentomatoes.com/m/big_hero_6",29,"90%","91%"
"63ccb184-5e57-33d2-889d-6dbc482d925f","The LEGO Batman Movie",2017,"https://www.rottentomatoes.com/m/the_lego_batman_movie",30,"90%","80%"
"94c0f3b6-6002-30d6-bdf1-bc878f7e6168","Doctor Strange",2016,"https://www.rottentomatoes.com/m/doctor_strange_2016",31,"89%","86%"
"41ccc283-198e-3d38-bd20-dc6634bf300a","Ant-Man and The Wasp",2018,"https://www.rottentomatoes.com/m/ant_man_and_the_wasp",32,"87%","79%"
"4cce0287-cff7-3d82-9914-ddf9ec69f986","The Dark Knight Rises",2012,"https://www.rottentomatoes.com/m/the_dark_knight_rises",33,"87%","90%"
"86f13afa-deda-3061-9b4f-602d7b36a81f","Captain Underpants: The First Epic Movie",2017,"https://www.rottentomatoes.com/m/captain_underpants_the_first_epic_movie",34,"87%","62%"
"7f605414-22e0-3e06-8ae0-bda0fc44b24e","X-Men: First Class",2011,"https://www.rottentomatoes.com/m/x_men_first_class",35,"86%","87%"
"ce1eed7d-d2cd-300f-b282-8d22697a212b","Hellboy II: The Golden Army",2008,"https://www.rottentomatoes.com/m/hellboy_2_the_golden_army",36,"86%","71%"
"60f1eca0-6a51-3cb2-95b6-3ab959ba6e87","The Batman",2022,"https://www.rottentomatoes.com/m/the_batman",37,"85%","87%"
"8ef022ef-f88a-33c8-8f6e-ab87f5039eea","Avengers: Infinity War",2018,"https://www.rottentomatoes.com/m/avengers_infinity_war",38,"85%","92%"
"0b50d1b4-e68f-380f-a68c-042ee9b3576f","Guardians of the Galaxy Vol. 2",2017,"https://www.rottentomatoes.com/m/guardians_of_the_galaxy_vol_2",39,"85%","87%"
"d786d56f-0745-3f2a-96c1-edf7a3711571","Deadpool",2016,"https://www.rottentomatoes.com/m/deadpool",40,"85%","90%"
"f03e65c8-70e8-34e2-bd3f-1a2efd916f3a","Batman Begins",2005,"https://www.rottentomatoes.com/m/batman_begins",41,"85%","94%"
"df35d67b-c89e-30fa-bff5-c31006cc6ae4","X2",2003,"https://www.rottentomatoes.com/m/x2_xmen_united",42,"85%","85%"
"71e176b9-ce85-309f-b2f9-b9d18b60fce6","Deadpool 2",2018,"https://www.rottentomatoes.com/m/deadpool_2",43,"84%","85%"
"618ab0ee-b32e-36d1-a1ea-6e608003cdf2","Black Panther: Wakanda Forever",2022,"https://www.rottentomatoes.com/m/black_panther_wakanda_forever",44,"83%","94%"
"da04703c-b0d8-3dee-8910-bc1387164fc1","The Crow",1994,"https://www.rottentomatoes.com/m/the_crow",45,"86%","90%"
"a58329c6-b146-31ae-b51c-b5ad4a4ec462","Darkman",1990,"https://www.rottentomatoes.com/m/darkman",46,"83%","59%"
"e70c15a3-eb05-3f65-9988-a1787615d464","Superman II",1980,"https://www.rottentomatoes.com/m/superman_ii",47,"83%","76%"
"a0d8e1e3-2f44-3ceb-9576-fe587dac6a24","Ant-Man",2015,"https://www.rottentomatoes.com/m/antman",48,"83%","85%"
"1da13563-6c5d-35ad-ae18-257cc926feff","X-Men",2000,"https://www.rottentomatoes.com/m/xmen",49,"82%","83%"
"3756680d-548e-352c-8655-f708337b763d","Hellboy",2004,"https://www.rottentomatoes.com/m/hellboy",50,"81%","66%"
"7a3c018f-d71c-3add-866b-5c262cf8ce56","Batman: Mask of the Phantasm",1993,"https://www.rottentomatoes.com/m/batman_mask_of_the_phantasm",51,"83%","88%"
"19bc72d3-0e88-3fbe-8949-84db9d1c6fca","Batman Returns",1992,"https://www.rottentomatoes.com/m/batman_returns",52,"82%","73%"
"0607e8c6-88a2-34f4-9d0b-dc5cdd560dfe","Fast Color",2018,"https://www.rottentomatoes.com/m/fast_color",53,"82%","58%"
"af6c4494-fd72-3842-bccf-b8138a6f3e1a","The Mask",1994,"https://www.rottentomatoes.com/m/1053779-mask",54,"80%","68%"
"b4b3abfc-eb38-33d1-ba76-e1e3ea823f1a","Captain America: The First Avenger",2011,"https://www.rottentomatoes.com/m/captain_america_the_first_avenger",55,"80%","75%"
"afc309b1-7264-31b5-ab5d-cd09cfbe5b3c","Dredd",2012,"https://www.rottentomatoes.com/m/dredd",56,"80%","72%"
"bfd2fd97-a33c-3aad-8684-772d88959b5a","Captain Marvel",2019,"https://www.rottentomatoes.com/m/captain_marvel",57,"79%","45%"
"9d36e70e-2ede-34a5-9f2e-8eae12cf7731","Black Widow",2021,"https://www.rottentomatoes.com/m/black_widow_2021",58,"79%","91%"
"e53766b7-818f-30e6-bf9c-0a6cad01d08a","Iron Man 3",2013,"https://www.rottentomatoes.com/m/iron_man_3",59,"79%","78%"
"82319c4b-655b-3c25-8416-00222e21097f","Blue Beetle",2023,"https://www.rottentomatoes.com/m/blue_beetle",60,"78%","91%"
"78566114-a33b-3c58-8a31-42bdb19ec6bd","Birds of Prey (and the Fantabulous Emancipation of One Harley Quinn)",2020,"https://www.rottentomatoes.com/m/birds_of_prey_2020",61,"79%","78%"
"74485c7b-8cec-3370-9b67-f5b17d46450c","Thor",2011,"https://www.rottentomatoes.com/m/thor",62,"77%","76%"
"3fb4becd-fb43-3cd3-bae2-ae9f1de6afae","Kick-Ass",2010,"https://www.rottentomatoes.com/m/1217700-kick_ass",63,"77%","81%"
"a0c4ef79-5e4c-399c-98c7-bdab95639511","Avengers: Age of Ultron",2015,"https://www.rottentomatoes.com/m/avengers_age_of_ultron",64,"76%","82%"
"f6f45d63-ea78-3139-985f-e5dc17caf85e","Batman",1989,"https://www.rottentomatoes.com/m/1001781-batman",65,"77%","84%"
"4172e53a-d9ad-361d-936d-af46759fe0de","Superman Returns",2006,"https://www.rottentomatoes.com/m/superman_returns",66,"74%","60%"
"0b607287-3f4f-3c7d-9487-581fe7fbaf30","V for Vendetta",2006,"https://www.rottentomatoes.com/m/v_for_vendetta",67,"73%","90%"
"591fdf7c-5514-3d4b-89d5-d86b785eab41","Iron Man 2",2010,"https://www.rottentomatoes.com/m/iron_man_2",68,"72%","71%"
"ef80c7c5-c319-3a49-91d9-63bd230d4d81","The Amazing Spider-Man",2012,"https://www.rottentomatoes.com/m/the_amazing_spider_man",69,"71%","77%"
"7602d2ab-c9bc-3439-9cd6-d3a06e81728e","Batman",1966,"https://www.rottentomatoes.com/m/batman_the_movie",70,"81%","62%"
"f3d4d7d9-1a2c-37bc-b663-682e01ea1fbf","Sky High",2005,"https://www.rottentomatoes.com/m/1142872-sky_high",71,"73%","57%"
"30a2404f-54da-31be-9de8-a847b4e3a21a","Megamind",2010,"https://www.rottentomatoes.com/m/megamind",72,"73%","72%"
"fdffd790-fca7-3271-a10f-8af8858ef21a","Defendor",2009,"https://www.rottentomatoes.com/m/defendor",73,"72%","58%"
"99d1aa42-8232-3217-b3bd-f8b7b3640740","Flora and Ulysses",2020,"https://www.rottentomatoes.com/m/flora_and_ulysses",74,"72%","60%"
"1df30a12-d169-3ac8-a113-af76a029eabc","Zack Snyder's Justice League",2021,"https://www.rottentomatoes.com/m/zack_snyders_justice_league",75,"71%","93%"
"b301b885-1a2f-381f-a101-ce51ddaad5d3","The Wolverine",2013,"https://www.rottentomatoes.com/m/the_wolverine_2012",76,"71%","69%"
"993ef3fc-36ca-36ec-9111-ee81a41c23d7","The Toxic Avenger",1984,"https://www.rottentomatoes.com/m/toxic_avenger",77,"71%","64%"
"7736ffbf-e66b-3d05-b9a7-72d7286f8c09","Unbreakable",2000,"https://www.rottentomatoes.com/m/unbreakable",78,"70%","77%"
"8061ee78-2e4d-3285-922d-c6a107a0c32a","The Incredible Hulk",2008,"https://www.rottentomatoes.com/m/the_incredible_hulk",79,"67%","69%"
"01935e47-e735-30c3-b8bd-72a9dbbcfa8a","The Rocketeer",1991,"https://www.rottentomatoes.com/m/rocketeer",80,"67%","65%"
"6f0cd05c-4a2d-3f04-8c29-144523fd4db7","Thor: The Dark World",2013,"https://www.rottentomatoes.com/m/thor_the_dark_world",81,"67%","75%"
"a5235f6a-68cb-3d9c-ac34-711bc90d6f8f","Aquaman",2018,"https://www.rottentomatoes.com/m/aquaman_2018",82,"65%","72%"
"13905397-4673-3e05-954d-8840645bebc2","Watchmen",2009,"https://www.rottentomatoes.com/m/watchmen",83,"65%","71%"
"e53e6850-82b5-3727-a768-d99df185a901","The Powerpuff Girls Movie",2002,"https://www.rottentomatoes.com/m/the_powerpuff_girls_movie",84,"64%","60%"
"7807e2b5-72d7-3dc7-8cd4-b9482b82fe01","The Flash",2023,"https://www.rottentomatoes.com/m/the_flash_2023",85,"63%","83%"
"0e71cf84-e236-3ed7-9d91-3df34e6b2fae","Thor: Love and Thunder",2022,"https://www.rottentomatoes.com/m/thor_love_and_thunder",86,"63%","76%"
"b2edf9af-70bb-3795-bff0-8867843b4925","Spider-Man 3",2007,"https://www.rottentomatoes.com/m/spiderman_3",87,"63%","51%"
"94a040f3-e1db-33b0-b7aa-6187e1406d21","Hulk",2003,"https://www.rottentomatoes.com/m/hulk",88,"63%","29%"
"10b522a5-873e-3e15-bd8b-65a079ab0b09","The Marvels",2023,"https://www.rottentomatoes.com/m/the_marvels",89,"62%","82%"
"2f7c6810-7ef7-3a28-9462-c9f6f47b6b2b","Mystery Men",1999,"https://www.rottentomatoes.com/m/mystery_men",90,"60%","57%"
"df35bb9d-ba7d-35c9-b9be-dd512991f2fe","Swamp Thing",1982,"https://www.rottentomatoes.com/m/swamp_thing",91,"60%","40%"
"be2237d2-7919-3bfb-a190-1a69f9dca460","Citizen Toxie: The Toxic Avenger IV",2001,"https://www.rottentomatoes.com/m/toxic_avenger_iv_citizen_toxie",92,"60%","64%"
"7cfa215f-4b44-3188-9770-3ddd813d1c9f","Wonder Woman 1984",2020,"https://www.rottentomatoes.com/m/wonder_woman_1984",93,"58%","73%"
"4128b2f6-8c69-396a-a83d-0d44eb90e5f7","Blade",1998,"https://www.rottentomatoes.com/m/1083484-blade",94,"59%","78%"
"eed54fc4-8990-3bfd-bd98-f820427deaa2","Venom: Let There Be Carnage",2021,"https://www.rottentomatoes.com/m/venom_let_there_be_carnage",95,"57%","84%"
"a2b255da-eb4d-3436-804b-fbe7b8732097","Blade II",2002,"https://www.rottentomatoes.com/m/blade_ii",96,"57%","68%"
"a3c1635d-c568-3c85-92b5-0589ab91d24d","Brightburn",2019,"https://www.rottentomatoes.com/m/brightburn",97,"57%","67%"
"5e217d95-f4e4-3d19-b5f8-5147af589977","X-Men: The Last Stand",2006,"https://www.rottentomatoes.com/m/x_men_3_the_last_stand",98,"57%","61%"
"3fbc9d82-14f0-3592-a00c-4f67b2a0da70","Man of Steel",2013,"https://www.rottentomatoes.com/m/superman_man_of_steel",99,"56%","75%"
"1ce8792a-fb45-3bd8-a726-22005f03e075","The Amazing Spider-Man 2",2014,"https://www.rottentomatoes.com/m/the_amazing_spider_man_2",100,"51%","64%"
